raw_aspect,sentence,label,label_id
product,good product but price is high,neutral,1
price,good product but price is high,negative,0
product,so very good product,positive,2
value for money phone,for this price this is the value for money phone,neutral,1
camera,"i am not a person who takes pictures more frequently and i use camera very rarely, so i cannot say about the camera",neutral,1
performance,the performance of this phone is nice and up to the mark but ram management is average,positive,2
ram management,the performance of this phone is nice and up to the mark but ram management is average,neutral,1
3gb of ram,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,negative,0
unable to retain the apps in background,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,negative,0
it reloads every time,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,negative,0
every thing,except that every thing is good,positive,2
display,display is good and ui also nice,positive,2
ui,display is good and ui also nice,positive,2
product,verry good product nice nice love it,positive,2
phone,this is good phone,positive,2
product,superb product 😘😘 thanks flip kart nd,positive,2
money,okkk for the money,neutral,1
phone,satisfied with phone and worth for money paid,positive,2
worth for money paid,satisfied with phone and worth for money paid,positive,2
value for money,"value for money but camera is not good, average",neutral,1
camera,"value for money but camera is not good, average",negative,0
average,"value for money but camera is not good, average",neutral,1
camera,"camera superb, overall just ok ok",positive,2
overall,"camera superb, overall just ok ok",neutral,1
mobile,nice mobile good performance awesome camera quality beautiful looking,positive,2
performance,nice mobile good performance awesome camera quality beautiful looking,positive,2
camera quality,nice mobile good performance awesome camera quality beautiful looking,positive,2
looking,nice mobile good performance awesome camera quality beautiful looking,positive,2
images,these images are clicked by this phone,neutral,1
phone,i personally love the phone,positive,2
jio vcall,this phn doesn't support jio vcall,negative,0
it hangs,sometimes it hangs for few seconds,negative,0
phn,u can go for this phn,positive,2
phone,superb phone under 10 k,positive,2
under 10 k,superb phone under 10 k,neutral,1
product,"thanks for flipkart, good product",positive,2
machine,great machine in this price range,neutral,1
price range,great machine in this price range,neutral,1
hot,too much hot in consuming internet,negative,0
phone,fantastic phone at this price,positive,2
price,fantastic phone at this price,neutral,1
mobile,super mobile honor 10 lite,positive,2
phone,excellent phone thanks to flipkart,positive,2
honor 10 light mobile,tha great honor 10 light mobile,positive,2
price,best mobile on price but battery performance is not goodand other wise its a good deal,neutral,1
battery performance,best mobile on price but battery performance is not goodand other wise its a good deal,negative,0
deal,best mobile on price but battery performance is not goodand other wise its a good deal,positive,2
light weight,light weight and excellent performance,positive,2
excellent performance,light weight and excellent performance,positive,2
lag while playing 4k hd videos,there is a lag while playing 4k hd videos,negative,0
battery backup,and battery backup is average only,neutral,1
