sentence,raw_aspect,sentiment
You will also get latest security update upto timely,security update,Positive
It is very good phone rate is good But only 2 slots provided one for sim and other for card we can ' t have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,rate,Positive
It is very good phone rate is good But only 2 slots provided one for sim and other for card we can ' t have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,Display,Positive
It is very good phone rate is good But only 2 slots provided one for sim and other for card we can ' t have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,photograps,Positive
Honor 10 lite is a Killer phone in this price segmentI like Super selfie 24MP and Sreen ratio is more than 90 % Thanks Flipkart for your Big billion Days Sale and also thank to Honor india,Honor 10 lite,Positive
Honor 10 lite is a Killer phone in this price segmentI like Super selfie 24MP and Sreen ratio is more than 90 % Thanks Flipkart for your Big billion Days Sale and also thank to Honor india,Sale,Positive
best cemera in this price range,cemera,Positive
best cemera in this price range,price range,Positive
And processer 710 kirin ka is the best,processer,Positive
In 8000 price range,price range,Neutral
Display best 1080p resolution,Display,Positive
Divice fully optimized,Divice,Positive
No ussuesAnd i am using this phone 6 month,ussuesAnd,Negative
Phone work excellent,Phone work,Positive
This is really worth for money nice product from honor i loved it,money,Positive
good battery is awesome and display awesome and I like this mobile,battery,Positive
good battery is awesome and display awesome and I like this mobile,display,Positive
"Phone has awesome performance , can play pubg in high end graphic , it also have some pre installed apps which r very useful , guys now app like mx player etc have lots of ads in it so it ' s good to have pre installed apps in phone",performance,Positive
"Phone has awesome performance , can play pubg in high end graphic , it also have some pre installed apps which r very useful , guys now app like mx player etc have lots of ads in it so it ' s good to have pre installed apps in phone",pubg,Positive
"Phone has awesome performance , can play pubg in high end graphic , it also have some pre installed apps which r very useful , guys now app like mx player etc have lots of ads in it so it ' s good to have pre installed apps in phone",pre installed apps,Positive
"Notification light emits colourful light , which is good",light,Positive
"Notification light emits colourful light , which is good",light,Positive
Got this for ₹ 8k,,
"Needs more care as back is of plastic and glossy , so thin lamination is must , however they provided a phone case and screen guard",back,Negative
"Needs more care as back is of plastic and glossy , so thin lamination is must , however they provided a phone case and screen guard",case,Neutral
"Needs more care as back is of plastic and glossy , so thin lamination is must , however they provided a phone case and screen guard",screen guard,Neutral
Best phon in this price range,phon,Positive
Best phon in this price range,price,Positive
Good camera good battery good screen,camera,Positive
Good camera good battery good screen,battery,Positive
Good camera good battery good screen,screen,Positive
But there are two or three features not like honor 7A,features,Negative
If they were I will more happy,,
good phone at a deal od just rs 7000 on big billion days,phone,Positive
"i bought it for my father and i must say , the phone is just brilliant",phone,Positive
display is fhd + and viewing angles are best,display,Positive
display is fhd + and viewing angles are best,viewing angles,Positive
camera is awesome at this price point,camera,Positive
can shot good pictures with the camera,pictures,Positive
AI can also enhance the photo a lot,AI,Positive
AI can also enhance the photo a lot,photo,Positive
audio is ok,audio,Neutral
no problems with loudness but lacks base,loudness,Positive
no problems with loudness but lacks base,base,Negative
emui is filled with lots of stuff,stuff,Positive
kirin 710 does the job well,kirin 710,Positive
kirin 710 does the job well,job,Positive
only con is that the battery is above average,battery,Positive
